,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2023-05-01,107.720001,108.68,107.5,107.709999,107.709999,20926300,,,,,,,,
1,2023-05-02,107.660004,107.730003,104.5,105.980003,105.980003,20343100,,,107.709999,-1.7299959999999999,-0.016061610027496176,20926300.0,-583200.0,-0.02786923631984628
2,2023-05-03,106.220001,108.129997,105.620003,106.120003,106.120003,17116300,,,105.980003,0.14000000000000057,0.0013210039256179584,20343100.0,-3226800.0,-0.15861889289243036
3,2023-05-04,106.160004,106.300003,104.699997,105.209999,105.209999,19780600,,,106.120003,-0.9100040000000007,-0.008575235339938647,17116300.0,2664300.0,0.1556586411782921
4,2023-05-05,105.32,106.440002,104.738998,106.214996,106.214996,20705300,,,105.209999,1.004997000000003,0.009552295499974273,19780600.0,924700.0,0.04674782362516816
5,2023-05-08,105.794998,108.419998,105.790001,108.239998,108.239998,17266000,,,106.214996,2.0250020000000006,0.019065123346613033,20705300.0,-3439300.0,-0.16610722858398574
6,2023-05-09,108.779999,110.595001,107.724998,107.940002,107.940002,24782400,,,108.239998,-0.29999599999999305,-0.002771581721573879,17266000.0,7516400.0,0.4353295494034519
7,2023-05-10,108.550003,113.510002,108.480003,112.279999,112.279999,47533500,,,107.940002,4.339996999999997,0.04020749415957958,24782400.0,22751100.0,0.9180345729227193
8,2023-05-11,115.860001,118.440002,114.93,116.900002,116.900002,57115100,,,112.279999,4.620002999999997,0.04114715925496215,47533500.0,9581600.0,0.20157573080038294
9,2023-05-12,117.0,118.260002,116.550003,117.919998,117.919998,31272500,,,116.900002,1.0199960000000061,0.008725371963637762,57115100.0,-25842600.0,-0.45246528501219463
10,2023-05-15,116.489998,118.794998,116.480003,116.959999,116.959999,22107900,,,117.919998,-0.9599990000000105,-0.008141104276477407,31272500.0,-9164600.0,-0.2930561995363339
11,2023-05-16,116.830002,121.199997,116.830002,120.089996,120.089996,32370100,,,116.959999,3.129997000000003,0.026761260488724847,22107900.0,10262200.0,0.4641870100733223
12,2023-05-17,120.18,122.279999,119.459999,121.480003,121.480003,26659600,,,120.089996,1.390006999999997,0.011574711019225914,32370100.0,-5710500.0,-0.17641280070188226
13,2023-05-18,121.559998,123.900002,121.489998,123.519997,123.519997,27014500,,,121.480003,2.039994000000007,0.016792837912590564,26659600.0,354900.0,0.013312277753604773
14,2023-05-19,124.199997,126.478996,122.720001,123.25,123.25,30251300,,,123.519997,-0.2699970000000036,-0.002185856594539959,27014500.0,3236800.0,0.11981713524218485
15,2023-05-22,123.510002,127.050003,123.449997,125.870003,125.870003,29760200,,,123.25,2.620002999999997,0.021257630831643004,30251300.0,-491100.0,-0.016234013083735288
16,2023-05-23,124.93,125.419998,123.050003,123.290001,123.290001,24477900,,,125.870003,-2.5800019999999932,-0.020497353924747164,29760200.0,-5282300.0,-0.17749544693920072
17,2023-05-24,121.879997,122.75,120.75,121.639999,121.639999,23087900,,,123.290001,-1.6500020000000006,-0.013383096655178117,24477900.0,-1390000.0,-0.05678591709256109
18,2023-05-25,125.209999,125.980003,122.900002,124.349998,124.349998,33812700,,,121.639999,2.7099989999999963,0.022278847601766127,23087900.0,10724800.0,0.46452037647425715
19,2023-05-26,124.065002,126.0,123.290001,125.43,125.43,25154700,,,124.349998,1.0800020000000075,0.008685179070127669,33812700.0,-8658000.0,-0.2560576351489233
20,2023-05-30,126.290001,126.379997,122.889999,124.639999,124.639999,27230700,,,125.43,-0.7900010000000037,-0.00629834170453647,25154700.0,2076000.0,0.08252930863814711
21,2023-05-31,123.699997,124.900002,123.099998,123.370003,123.370003,41548800,,,124.639999,-1.2699960000000061,-0.01018931330382955,27230700.0,14318100.0,0.5258072690015314
22,2023-06-01,123.5,125.040001,123.300003,124.370003,124.370003,25017700,,,123.370003,1.0,0.008105698108802128,41548800.0,-16531100.0,-0.3978719000308072
23,2023-06-02,124.489998,126.745003,124.349998,125.230003,125.230003,19362400,,,124.370003,0.8599999999999994,0.006914850681478235,25017700.0,-5655300.0,-0.2260519552157073
24,2023-06-05,124.610001,127.989998,124.379997,126.629997,126.629997,22672500,,,125.230003,1.3999940000000066,0.011179381669423227,19362400.0,3310100.0,0.17095504689501295
25,2023-06-06,126.599998,128.880005,125.970001,127.910004,127.910004,19450100,,,126.629997,1.2800069999999977,0.010108244731301674,22672500.0,-3222400.0,-0.14212812879038483
26,2023-06-07,127.574997,129.550003,122.629997,122.940002,122.940002,34179300,,,127.910004,-4.970001999999994,-0.038855459655837365,19450100.0,14729200.0,0.7572814535657915
27,2023-06-08,122.584999,123.730003,122.010002,122.669998,122.669998,24815000,,,122.940002,-0.27000400000000013,-0.0021962257654754014,34179300.0,-9364300.0,-0.273975768959575
28,2023-06-09,122.559998,124.285004,122.419998,122.870003,122.870003,20304500,,,122.669998,0.20000499999999022,0.0016304312648638408,24815000.0,-4510500.0,-0.18176506145476523
29,2023-06-12,123.394997,124.75,122.349998,124.349998,124.349998,22255700,,,122.870003,1.4799950000000024,0.012045210090863234,20304500.0,1951200.0,0.09609692432711969
30,2023-06-13,125.650002,125.860001,123.845001,124.43,124.43,19287700,,,124.349998,0.08000200000000746,0.0006433614900420714,22255700.0,-2968000.0,-0.13335909452409944
31,2023-06-14,123.800003,124.790001,122.160004,124.379997,124.379997,24659600,,,124.43,-0.050003000000003794,-0.00040185646548263065,19287700.0,5371900.0,0.2785142863068173
32,2023-06-15,123.879997,126.160004,123.139999,125.790001,125.790001,24517100,,,124.379997,1.4100040000000007,0.011336260122276842,24659600.0,-142500.0,-0.005778682541484836
33,2023-06-16,126.699997,126.699997,123.790001,124.059998,124.059998,56686800,,,125.790001,-1.7300030000000106,-0.013753104270982641,24517100.0,32169700.0,1.3121331641996812
34,2023-06-20,123.535004,125.175003,122.830002,123.849998,123.849998,22698000,,,124.059998,-0.20999999999999375,-0.0016927293518091968,56686800.0,-33988800.0,-0.5995893223819302
35,2023-06-21,123.235001,123.410004,120.860001,121.260002,121.260002,22612000,,,123.849998,-2.5899959999999993,-0.02091236206560132,22698000.0,-86000.0,-0.003788880077539858
36,2023-06-22,120.660004,123.934998,119.599998,123.870003,123.870003,20781900,,,121.260002,2.610000999999997,0.02152400591251835,22612000.0,-1830100.0,-0.08093490182204144
37,2023-06-23,122.040001,123.440002,121.860001,123.019997,123.019997,29542900,,,123.870003,-0.8500059999999934,-0.0068620810479838035,20781900.0,8761000.0,0.42156876897685014
38,2023-06-26,121.466003,122.720001,118.989998,119.089996,119.089996,23185000,,,123.019997,-3.9300010000000043,-0.03194603394438389,29542900.0,-6357900.0,-0.21520906884564484
39,2023-06-27,117.839996,119.894997,116.910004,119.010002,119.010002,27221700,,,119.089996,-0.07999399999999923,-0.0006717104936336815,23185000.0,4036700.0,0.17410825965063625
40,2023-06-28,117.959999,121.269997,117.599998,121.080002,121.080002,19753100,,,119.010002,2.069999999999993,0.0173934960525417,27221700.0,-7468600.0,-0.27436199796485894
41,2023-06-29,120.089996,120.910004,119.209999,120.010002,120.010002,18517500,,,121.080002,-1.0699999999999932,-0.008837132328425201,19753100.0,-1235600.0,-0.06255220699535768
42,2023-06-30,121.099998,122.029999,120.879997,120.970001,120.970001,23865800,,,120.010002,0.9599989999999963,0.007999324922934203,18517500.0,5348300.0,0.28882408532469284
43,2023-07-03,120.32,121.019997,119.705002,120.559998,120.559998,13888300,,,120.970001,-0.4100030000000032,-0.003389294838478163,23865800.0,-9977500.0,-0.4180668571763779
44,2023-07-05,120.059998,123.370003,120.059998,122.629997,122.629997,17830300,,,120.559998,2.06999900000001,0.017169865911908833,13888300.0,3942000.0,0.283836034647869
45,2023-07-06,120.639999,121.150002,119.25,120.93,120.93,17732500,,,122.629997,-1.6999969999999962,-0.013862815311004195,17830300.0,-97800.0,-0.005485045119824172
46,2023-07-07,120.889999,121.75,120.089996,120.139999,120.139999,20982400,,,120.93,-0.7900010000000037,-0.006532713139832946,17732500.0,3249900.0,0.18327365007754115
47,2023-07-10,119.07,119.07,116.639999,116.870003,116.870003,32960100,,,120.139999,-3.269996000000006,-0.027218212312453915,20982400.0,11977700.0,0.57084508921763
48,2023-07-11,116.760002,118.224998,115.830002,117.709999,117.709999,18286600,,,116.870003,0.8399959999999993,0.007187438850326799,32960100.0,-14673500.0,-0.4451897900795204
49,2023-07-12,119.300003,120.959999,119.0,119.620003,119.620003,22059600,119.89310006,,117.709999,1.9100040000000007,0.01622635303904807,18286600.0,3773000.0,0.20632594358710743
50,2023-07-13,121.540001,125.334999,121.059998,124.830002,124.830002,31535900,120.23550012,,119.620003,5.209998999999996,0.043554580081393235,22059600.0,9476300.0,0.42957714555114324
51,2023-07-14,125.129997,127.089996,124.900002,125.699997,125.699997,20482800,120.62989999999999,,124.830002,0.869995000000003,0.006969438324610389,31535900.0,-11053100.0,-0.35049261318053393
52,2023-07-17,126.059998,127.279999,124.5,125.059998,125.059998,20675300,121.0086999,,125.699997,-0.6399990000000031,-0.005091479835118928,20482800.0,192500.0,0.009398129162028646
53,2023-07-18,124.904999,124.989998,123.300003,124.080002,124.080002,21071200,121.38609996,,125.059998,-0.9799959999999999,-0.007836206746141161,20675300.0,395900.0,0.01914845250129371
54,2023-07-19,124.790001,125.470001,122.470001,122.779999,122.779999,22313800,121.71740002,,124.080002,-1.3000029999999896,-0.010477135550013839,21071200.0,1242600.0,0.05897148714833511
55,2023-07-20,122.120003,124.699997,118.684998,119.529999,119.529999,27541700,121.94320004000001,,122.779999,-3.25,-0.02647010935388594,22313800.0,5227900.0,0.23428999094730618
56,2023-07-21,120.870003,121.300003,119.07,120.309998,120.309998,56498100,122.19059996,,119.529999,0.7799989999999895,0.006525550125705104,27541700.0,28956400.0,1.051365747212409
57,2023-07-24,121.926003,123.349998,121.379997,121.879997,121.879997,22276100,122.38259991999999,,120.309998,1.56999900000001,0.01304961371539548,56498100.0,-34222000.0,-0.6057194843720408
58,2023-07-25,121.879997,123.690002,121.529999,122.790001,122.790001,31820800,122.5003999,,121.879997,0.9100040000000007,0.007466393357393963,22276100.0,9544700.0,0.42847266801639416
59,2023-07-26,130.360001,131.369995,128.710007,129.660004,129.660004,46216900,122.73520002,,122.790001,6.870002999999983,0.05594920550574778,31820800.0,14396100.0,0.4524116301287209
60,2023-07-27,131.800003,133.600006,129.179993,129.869995,129.869995,35931600,122.99339994,,129.660004,0.20999100000000226,0.00161955108377132,46216900.0,-10285300.0,-0.22254413428853947
61,2023-07-28,130.970001,134.070007,130.919998,133.009995,133.009995,26971000,123.25179992,,129.869995,3.140000000000015,0.02417802510887923,35931600.0,-8960600.0,-0.24937937637065977
62,2023-07-31,133.009995,133.830002,132.130005,133.110001,133.110001,18381900,123.48439988,,133.009995,0.10000600000000759,0.0007518683088441058,26971000.0,-8589100.0,-0.3184568610730043
63,2023-08-01,130.854996,132.919998,130.75,131.889999,131.889999,22154300,123.65179991999999,,133.110001,-1.2200020000000222,-0.009165366920852347,18381900.0,3772400.0,0.20522361670991573
64,2023-08-02,129.839996,130.419998,127.849998,128.639999,128.639999,22705800,123.7595999,,131.889999,-3.25,-0.02464174709713962,22154300.0,551500.0,0.024893587249427807
65,2023-08-03,128.369995,129.770004,127.775002,128.770004,128.770004,15018100,123.81759991999999,,128.639999,0.13000500000001125,0.001010611015318963,22705800.0,-7687700.0,-0.3385786891455047
66,2023-08-04,129.600006,131.929993,128.315002,128.539993,128.539993,20509500,123.92259976000001,,128.770004,-0.23001099999999042,-0.001786215677992753,15018100.0,5491400.0,0.3656521131168391
67,2023-08-07,129.509995,132.059998,129.429993,131.940002,131.940002,17621000,124.12859982,,128.539993,3.400008999999983,0.026450981680075092,20509500.0,-2888500.0,-0.1408371730173822
68,2023-08-08,130.979996,131.940002,130.130005,131.839996,131.839996,16836000,124.27839978,,131.940002,-0.10000599999997917,-0.0007579657305142318,17621000.0,-785000.0,-0.04454911753021962
69,2023-08-09,132.190002,132.470001,129.505005,130.149994,130.149994,17745200,124.37279966,,131.839996,-1.690002000000021,-0.012818583519981441,16836000.0,909200.0,0.05400332620574955
