,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2019-05-01,96.654503,97.181999,95.527496,95.575996,95.575996,62340000,,,,,,,,
1,2019-05-02,95.666496,96.077499,94.093498,95.041,95.041,79258000,,,95.575996,-0.5349960000000067,-0.005597597957545775,62340000.0,16918000.0,0.2713827398139237
2,2019-05-03,97.449997,98.220001,96.800003,98.123001,98.123001,127632000,,,95.041,3.0820010000000053,0.03242812049536514,79258000.0,48374000.0,0.6103358651492594
3,2019-05-06,95.899002,97.949997,95.525002,97.527496,97.527496,108356000,,,98.123001,-0.5955050000000028,-0.00606896440111937,127632000.0,-19276000.0,-0.15102795537169367
4,2019-05-07,96.999496,97.455002,95.168999,96.050003,96.050003,118042000,,,97.527496,-1.4774929999999955,-0.015149502044018437,108356000.0,9686000.0,0.08939052752039567
5,2019-05-08,95.943497,96.768501,95.5,95.888496,95.888496,81572000,,,96.050003,-0.1615070000000003,-0.0016814887553934232,118042000.0,-36470000.0,-0.30895782856949217
6,2019-05-09,95.0,95.470001,93.800003,94.9935,94.9935,106166000,,,95.888496,-0.8949960000000061,-0.009333716111263324,81572000.0,24594000.0,0.3015005148825578
7,2019-05-10,94.900002,95.189499,92.800003,94.499001,94.499001,114360000,,,94.9935,-0.4944989999999905,-0.005205608804812911,106166000.0,8194000.0,0.07718101840513913
8,2019-05-13,91.828003,92.327003,90.900002,91.134003,91.134003,115668000,,,94.499001,-3.364998,-0.03560882088055084,114360000.0,1308000.0,0.011437565582371523
9,2019-05-14,91.974998,92.622002,90.787498,92.005997,92.005997,92582000,,,91.134003,0.8719939999999866,0.009568261804542733,115668000.0,-23086000.0,-0.19958847736625518
10,2019-05-15,91.397499,93.721497,91.150002,93.557503,93.557503,93852000,,,92.005997,1.5515060000000034,0.016863096434898805,92582000.0,1270000.0,0.013717569289926734
11,2019-05-16,94.296997,95.875504,94.114502,95.378502,95.378502,94156000,,,93.557503,1.8209990000000005,0.019463954697465535,93852000.0,304000.0,0.003239142479648738
12,2019-05-17,94.652496,95.526497,93.366501,93.449997,93.449997,94732000,,,95.378502,-1.9285050000000012,-0.020219493487117268,94156000.0,576000.0,0.006117507115850351
13,2019-05-20,92.634499,93.389,91.777,92.948502,92.948502,75964000,,,93.449997,-0.5014949999999914,-0.005366452820752765,94732000.0,-18768000.0,-0.19811679263606807
14,2019-05-21,93.739502,93.949997,92.300003,92.875999,92.875999,80102000,,,92.948502,-0.07250300000001175,-0.000780034088123438,75964000.0,4138000.0,0.054473171502290585
15,2019-05-22,92.588997,93.574501,92.550003,92.984001,92.984001,58732000,,,92.875999,0.10800200000001325,0.0011628623235591107,80102000.0,-21370000.0,-0.26678484931712065
16,2019-05-23,91.829498,92.199997,90.209999,90.774002,90.774002,88486000,,,92.984001,-2.2099990000000105,-0.023767518887469752,58732000.0,29754000.0,0.5066062793707009
17,2019-05-24,91.794502,92.087997,90.892502,91.164001,91.164001,67394000,,,90.774002,0.3899990000000031,0.004296373316227786,88486000.0,-21092000.0,-0.23836539113532085
18,2019-05-28,91.637497,92.463501,91.3675,91.821503,91.821503,64000000,,,91.164001,0.657502000000008,0.007212298635291381,67394000.0,-3394000.0,-0.05036056622251239
19,2019-05-29,91.155998,91.5,90.376503,90.959503,90.959503,85580000,,,91.821503,-0.862000000000009,-0.009387779243822725,64000000.0,21580000.0,0.3371875
20,2019-05-30,91.274498,91.473503,90.391502,90.816002,90.816002,62938000,,,90.959503,-0.14350100000000054,-0.0015776361486935508,85580000.0,-22642000.0,-0.26457116148632853
21,2019-05-31,89.500504,89.779503,88.635002,88.753502,88.753502,92376000,,,90.816002,-2.0625,-0.02271075531380473,62938000.0,29438000.0,0.4677301471289206
22,2019-06-03,88.000504,88.314499,83.599998,84.634499,84.634499,181974000,,,88.753502,-4.119002999999992,-0.046409470129978536,92376000.0,89598000.0,0.9699272538321642
23,2019-06-04,84.961998,86.541,84.044502,86.477997,86.477997,113582000,,,84.634499,1.8434979999999968,0.021781874079505048,181974000.0,-68392000.0,-0.3758339103388396
24,2019-06-05,87.480003,87.599998,85.762497,86.925003,86.925003,84796000,,,86.477997,0.4470060000000018,0.005169014263824767,113582000.0,-28786000.0,-0.2534380447606135
25,2019-06-06,86.885498,88.0,86.306503,87.718002,87.718002,73786000,,,86.925003,0.7929989999999947,0.009122795198522882,84796000.0,-11010000.0,-0.12984103023727533
26,2019-06-07,88.184998,90.3125,87.974503,90.2015,90.2015,96164000,,,87.718002,2.4834979999999973,0.028312295576454094,73786000.0,22378000.0,0.3032824655083619
27,2019-06-10,91.099998,94.2435,90.900002,93.031502,93.031502,107420000,,,90.2015,2.8300020000000075,0.031374223266797285,96164000.0,11256000.0,0.11705003951582715
28,2019-06-11,94.162498,94.684998,92.900002,93.184998,93.184998,80854000,,,93.031502,0.15349599999998986,0.0016499357389714309,107420000.0,-26566000.0,-0.2473096257680134
29,2019-06-12,92.698997,93.25,92.219002,92.765999,92.765999,53566000,,,93.184998,-0.41899899999999946,-0.004496421194321476,80854000.0,-27288000.0,-0.33749721720632253
30,2019-06-13,93.335999,94.154503,93.111,93.514999,93.514999,55916000,,,92.765999,0.7490000000000094,0.00807407895213852,53566000.0,2350000.0,0.04387111227271023
31,2019-06-14,93.199997,93.800003,92.949997,93.483498,93.483498,57024000,,,93.514999,-0.031501000000005774,-0.0003368550535941539,55916000.0,1108000.0,0.019815437441877082
32,2019-06-17,93.824997,94.7845,93.772499,94.301498,94.301498,52686000,,,93.483498,0.8179999999999978,0.008750207443029012,57024000.0,-4338000.0,-0.07607323232323238
33,2019-06-18,95.067497,96.083504,94.989502,95.068497,95.068497,77914000,,,94.301498,0.7669989999999984,0.008133476310206555,52686000.0,25228000.0,0.478836882663326
34,2019-06-19,95.391998,95.978996,94.623497,95.439499,95.439499,57906000,,,95.068497,0.3710020000000043,0.0039024704471766203,77914000.0,-20008000.0,-0.2567959545139513
35,2019-06-20,96.666496,96.760002,95.290001,95.9095,95.9095,64344000,,,95.439499,0.47000099999999634,0.00492459626176367,57906000.0,6438000.0,0.11118018858149425
36,2019-06-21,95.805,96.297501,95.378998,95.565002,95.565002,78672000,,,95.9095,-0.3444979999999873,-0.003591906953951285,64344000.0,14328000.0,0.2226781051846325
37,2019-06-24,95.633003,95.843002,95.065002,95.695,95.695,45660000,,,95.565002,0.1299979999999863,0.0013603097083594307,78672000.0,-33012000.0,-0.41961561928004876
38,2019-06-25,95.592003,95.819504,93.621002,93.913498,93.913498,60246000,,,95.695,-1.781501999999989,-0.01861645854015348,45660000.0,14586000.0,0.31944809461235213
39,2019-06-26,94.624001,95.190002,94.365997,94.891502,94.891502,48838000,,,93.913498,0.9780039999999985,0.010413881080225451,60246000.0,-11408000.0,-0.1893569697573283
40,2019-06-27,95.099998,95.561996,94.902,95.213997,95.213997,42834000,,,94.891502,0.32249500000000353,0.0033985656587036672,48838000.0,-6004000.0,-0.12293705720954995
