,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2019-05-01,130.529999,130.649994,127.699997,127.879997,121.727982,26821700,,,,,,,,
1,2019-05-02,127.980003,128.0,125.519997,126.209999,120.138313,27350200,,,127.879997,-1.6699980000000068,-0.013059102589750626,26821700.0,528500.0,0.019704194737842906
2,2019-05-03,127.360001,129.429993,127.25,128.899994,122.698906,24911100,,,126.209999,2.689994999999996,0.021313644095663165,27350200.0,-2439100.0,-0.08918033506153522
3,2019-05-06,126.389999,128.559998,126.110001,128.149994,121.985001,24239800,,,128.899994,-0.75,-0.005818464196359896,24911100.0,-671300.0,-0.026947826470930636
4,2019-05-07,126.459999,127.18,124.220001,125.519997,119.481522,36017700,,,128.149994,-2.629996999999989,-0.020522802365484205,24239800.0,11777900.0,0.48589097269779447
5,2019-05-08,125.440002,126.370003,124.75,125.510002,119.472008,28419000,,,125.519997,-0.009995000000003529,-7.962874632638783e-05,36017700.0,-7598700.0,-0.2109712724577083
6,2019-05-09,124.290001,125.790001,123.57,125.5,119.462471,27235800,,,125.510002,-0.010002000000000066,-7.969086001613501e-05,28419000.0,-1183200.0,-0.04163411801963479
7,2019-05-10,124.910004,127.93,123.82,127.129997,121.014069,30915100,,,125.5,1.629997000000003,0.012988023904382473,27235800.0,3679300.0,0.13509057931105373
8,2019-05-13,124.110001,125.550003,123.040001,123.349998,117.415909,33944900,,,127.129997,-3.7799990000000037,-0.029733336656965426,30915100.0,3029800.0,0.09800388806764326
9,2019-05-14,123.870003,125.879997,123.699997,124.730003,118.729538,25266300,,,123.349998,1.380004999999997,0.011187718057360518,33944900.0,-8678600.0,-0.2556672725505157
10,2019-05-15,124.260002,126.709999,123.699997,126.019997,120.40152,24722700,,,124.730003,1.2899940000000072,0.010342291100562395,25266300.0,-543600.0,-0.021514824093753382
11,2019-05-16,126.75,129.380005,126.459999,128.929993,123.181778,30112200,,,126.019997,2.9099959999999925,0.023091541574945307,24722700.0,5389500.0,0.2179980341952943
12,2019-05-17,128.309998,130.460007,127.919998,128.070007,122.360107,25770500,,,128.929993,-0.8599859999999921,-0.00667017797790459,30112200.0,-4341700.0,-0.144184084855972
13,2019-05-20,126.519997,127.589996,125.760002,126.220001,120.592606,23706900,,,128.070007,-1.8500060000000076,-0.01444527132726714,25770500.0,-2063600.0,-0.08007605595545297
14,2019-05-21,127.43,127.529999,126.580002,126.900002,121.242287,15293300,,,126.220001,0.6800010000000043,0.00538742667257619,23706900.0,-8413600.0,-0.35490089383259726
